UnitNumber,ScaleRUL,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50
1,0.996428571,0.007544036482403785,0.38623164674031685,0.2059651457396654,0.4063906021547859,0.48293252965759365,0.5467944085029611,0.13395775569980511,0.43825852077994826,0.2444980078718409,0.20706727994742014,0.297249634015071,0.21135907066678594,0.21322149968725504,0.3348795720651829,0.15605691726996238,0.23533879122537774,0.3957702068831805,0.363353045255785,0.5010702510083015,0.38846653960707256,0.28257335775434783,0.5479022395773963,0.34044046425814406,0.5405808741677779,0.36349884395038906,0.426965188925972,0.5155342211557951,0.48809085747462966,0.27816344040659,0.3059771867358073,0.47227903320928066,0.5239964250706968,0.42690751848800146,0.3971175076824564,0.5502509529218972,0.6247907770218101,0.5412559244067572,0.28677826727338807,0.4500343157009848,0.5028021368567499,0.5379376387219558,0.4407092392081316,0.4977156198835563,0.38648497081071803,0.46564892590882656,0.6677749016739521,0.3991308049140224,0.5567563320750044,0.6276068034662748,0.6222028824116083
1,0.996071429,0.007676057226280336,0.3877681235881423,0.20542952763568542,0.40671218882482707,0.4828894973883699,0.5480092726148552,0.1338547512695714,0.43808189736496816,0.2436561399657088,0.20579119608387547,0.29003539474196127,0.21154794923339795,0.21531018423558448,0.3360821665339493,0.1548192361826001,0.23815647865552636,0.3973150713003081,0.36384136069326595,0.5004165608393021,0.38768817432151575,0.2819968903334433,0.5490464165771257,0.3434721636496443,0.5408657628025251,0.3661747040720854,0.42662482062388835,0.5078045587543705,0.48403235984471377,0.2857461358621315,0.30654172934167945,0.47395958767481233,0.5267584534009123,0.42552045641634717,0.3961185360765188,0.5485551592273381,0.6244790154791064,0.5370256783457138,0.28513893454562794,0.44844920400574767,0.4993780829113122,0.538633460204455,0.44220445873707104,0.507355998408549,0.3827586118025159,0.46631218236020966,0.6599172692915597,0.4080293897209914,0.5714777047140278,0.6249579575564738,0.631041572300442
1,0.995714286,0.008136422071414068,0.3869830493001097,0.20616350556025465,0.407436140623161,0.48329865479919365,0.5462519442659758,0.13443570128928267,0.4380674331740918,0.24400322631377708,0.20618769046528648,0.2902871757969928,0.2104454916012659,0.21435317685010388,0.3359730183278016,0.15488611676859068,0.23431701493679866,0.3970680268729487,0.3641932058877405,0.4991581197836986,0.3872121066267891,0.2829521153376791,0.5515790917906175,0.3394579072360715,0.538972806424766,0.3635877385391258,0.4263268119557037,0.5137634701340462,0.48290209382909255,0.283192438110788,0.3042325305092837,0.4709047944838713,0.5251547303032218,0.4226811476660917,0.3999435239876672,0.5437651929530538,0.6242642598422274,0.5405278520255015,0.2873819522940028,0.4463430716758039,0.5049681329567125,0.5347856572972238,0.4411139263053888,0.5023436704791722,0.3856526032057265,0.4503353266775879,0.6691348151684653,0.40139493328098835,0.5621721742520368,0.6167104316077755,0.6255066400400008
1,0.995357143,0.006068669377694613,0.3896286344025451,0.20472274382387518,0.4061329793818752,0.48343294864742326,0.5490001001601205,0.13280480767423974,0.439157482613324,0.24058725690533692,0.20699891104437246,0.2864043475744225,0.21107299896157228,0.21502449832262682,0.33623037565783226,0.15648402471813264,0.23510859893422653,0.39641728310788493,0.3650014233837684,0.5002754997997604,0.38863333385690046,0.28152295789436443,0.5482524802675823,0.3423500376208759,0.5387040706108702,0.36311992268529647,0.4276743659743422,0.5162822495574405,0.48880275263880885,0.27686876322091775,0.30356811229976033,0.47080381454280307,0.5270848219943784,0.42611584661206453,0.3913861655344124,0.5502869526625701,0.6201540146458187,0.5348349757854416,0.2882597530054286,0.4481302065630934,0.49821151663063,0.533969499775539,0.4389057072190653,0.5032454614950927,0.38091711692228714,0.4559226327177463,0.6620991920675979,0.40148536484843067,0.5622542154369802,0.6315706117088763,0.6274316089029609
1,0.995,0.006997201412589802,0.3882887818615261,0.20542581587501454,0.405703223477275,0.4828843290131531,0.5487738650547745,0.13230809345850778,0.4386158371397307,0.24092688869587991,0.2069020744980921,0.2918730306997021,0.21161923457289944,0.2137020365465118,0.33633545058357756,0.15549663472877406,0.2358595992523309,0.395886014989204,0.364555597996976,0.49978819429379795,0.38733220373561306,0.28012207091057306,0.5456570907048018,0.342212957977399,0.5402598688776387,0.36367207128180296,0.4281867550813194,0.509831106921337,0.4914792744192626,0.2786974393321794,0.3033046666797507,0.47406321054430656,0.5238556048899851,0.4253892693156735,0.39599345561083993,0.5476253893889315,0.6229015682955847,0.5379837237825891,0.2897199293032351,0.44488557212287394,0.49978959617812874,0.5372292012369589,0.43656718252310556,0.5022991940936469,0.38663138985089135,0.44894716075641755,0.6776068640701861,0.398665851426997,0.5614414898927478,0.6226839922405284,0.6284061014795905
1,0.994642857,0.00758277727308389,0.3879168461052993,0.20652997852280738,0.4068061999007836,0.4828042827992418,0.5463453623568533,0.13500631514620962,0.4380502976822213,0.24225641761469377,0.20666627117461162,0.2909631507153125,0.21050986568531987,0.2141352195670438,0.3349928717481814,0.1552505357931879,0.23562383187752398,0.3956605213005435,0.366258050322003,0.49965119628071897,0.3880063071074307,0.2821239599730907,0.5473882135237724,0.3405785848256799,0.5394225427684745,0.3637966163016292,0.4274669198642307,0.508363211618758,0.48730820991759927,0.28495456252291484,0.30739954214656423,0.47343580368207666,0.5259511229172326,0.42580851161997124,0.396708775249744,0.5465858078794309,0.6190971941018261,0.5373417004489783,0.2870279885658853,0.4470102097092557,0.5029323633694449,0.5364893667095733,0.4378181777499952,0.5026326610439684,0.3873770978323797,0.4560034844188433,0.6749961985062366,0.401332523805897,0.5741912115663479,0.6365584831568966,0.6305888444557828
1,0.994285714,0.0068675835844821545,0.3870370159335823,0.2049267123816802,0.4073392642410777,0.4827215263753401,0.5473413408955339,0.13473736568588499,0.43855420731090533,0.24226981168199277,0.20544158054549336,0.2927102833167509,0.21152590530327964,0.21410205713695302,0.3361455490708427,0.15690298651733822,0.2356038861079993,0.3955814097868791,0.3640827449506508,0.5012341784573616,0.38682973707429047,0.28307164011442093,0.5473395936758261,0.3393004491386842,0.5391627411421223,0.364325197701312,0.42669157404936014,0.5123498107783637,0.4893410751652415,0.28253003926369413,0.3045709031047618,0.4693098978052086,0.5229406568597313,0.4245942910595644,0.39744966732836384,0.5500846169649056,0.6158739751060358,0.5431429859805528,0.28634525043621234,0.4482426404464491,0.4999030093821882,0.5378802220182463,0.43586891787429083,0.4994467285230637,0.39232643721572635,0.4520626713954497,0.6692839883469921,0.4030716614505319,0.5608687203586793,0.6272400456936426,0.6325221345947043
1,0.993928571,0.008504642407672304,0.3883522486004456,0.20524671440890765,0.4077683737868275,0.4828246343529174,0.5467501847748681,0.1329986651027628,0.4382724849631556,0.24125355028085113,0.20583172703593966,0.2907649647608425,0.2122524706226815,0.21254146970617074,0.3363997660095986,0.1545203118326565,0.2365998704951578,0.3995455548353791,0.36012536797417705,0.5019340203171493,0.38589728014335606,0.282550884829628,0.5487660785824807,0.3382483862458048,0.5427200076294132,0.3627667531161887,0.42664695650159074,0.5062549205678487,0.4848369840510838,0.2843885860926574,0.30656388893424136,0.4683060831322526,0.5227262054802694,0.42588689170870786,0.398227910430677,0.5430908630062197,0.6231696142185108,0.5436441870604644,0.2865827597915751,0.44413084823461557,0.4975698354762145,0.5408072590118734,0.4334396724691639,0.5130324171018967,0.39119159613248583,0.44592195616405983,0.6757148021189464,0.39905683225561817,0.5647526511303843,0.6221603644340055,0.6278109167390484
1,0.993571429,0.007507406664850538,0.3892230741416043,0.20558333933188427,0.4061395730217076,0.4827560851593933,0.5479562276212048,0.13337967569303566,0.43823807769992323,0.2420192440865135,0.20594764975859592,0.2882046043821253,0.21072759228682178,0.21416036611136052,0.33704594762349815,0.15441124076908005,0.23422504221546356,0.39542137796559607,0.3636307471746065,0.4995841491463191,0.38866273431815596,0.2814602057409515,0.5474209487968174,0.3401083252343508,0.5401718820941085,0.36570802567432625,0.42630172164045915,0.5120016162846063,0.4907299212730273,0.2811239441841711,0.3122209602565555,0.4738135079022521,0.5233613051619789,0.4258559359420858,0.4012661335757359,0.5474503636181992,0.6201858709052508,0.5450398266908979,0.28097116743036415,0.450827792592564,0.4975950477579788,0.5356191973830045,0.4417049843308638,0.5049256388337866,0.37613506407547054,0.44894618689318105,0.667053185835102,0.4018326574749342,0.5699331943092971,0.6302182997350416,0.6344759945366387
1,0.993214286,0.007569597753149456,0.3878333286074404,0.20552334847907872,0.4066054093375197,0.4830039443196717,0.5483118489159342,0.13378433964339098,0.4385116349293163,0.24264645374442842,0.20572442314282863,0.29397410400454393,0.2113524334269253,0.21316041985882134,0.3352907465220861,0.15478829496857363,0.23526423907150046,0.39573017230662866,0.36176772521731776,0.49980948513854273,0.3877614178279149,0.28193797326796616,0.544947775005325,0.3411407391318703,0.541663483005303,0.3656513287269289,0.4267870075848326,0.5075231545198954,0.48834765922682466,0.2850311938976295,0.30807365571522977,0.47450064770119765,0.5281069438874788,0.42536888587510296,0.39559141799357306,0.546970911031672,0.6224346340154929,0.5395737313260909,0.2874981208033885,0.44790359463991825,0.49425630453919056,0.5379408285927573,0.4398287427697234,0.508212529470092,0.3849408861508241,0.45115277575768414,0.6746942933491531,0.4027961071452575,0.5731481468134793,0.6334448854172843,0.6331886673532878
1,0.992857143,0.008130422236654023,0.38819801609089893,0.20536448721817496,0.40765710188974935,0.48291166684245085,0.5463789824740235,0.1342572211235049,0.4389330939885345,0.2421278059973564,0.2049090676513187,0.29078217945612506,0.210611585987417,0.21522268042613554,0.33534475607026676,0.15555188954150612,0.2372793474975338,0.39528884714755885,0.3607627087604889,0.5013342244196524,0.38963192510729117,0.28239462016156874,0.5474717393247908,0.3391820113543198,0.5375741637374025,0.36627661677038803,0.4270775041241872,0.5108632661244336,0.4888357783463393,0.2797801356187977,0.3052635969689094,0.46942413384586934,0.525472992577284,0.4265854528229003,0.394033554349778,0.548164931166411,0.6273765552066475,0.5424781694871442,0.28293001112710614,0.4501352304840793,0.5026594273592511,0.5425800711486086,0.4345017416798793,0.4983624858536861,0.3921519744556195,0.44095327025325287,0.671401450345269,0.39908526404626626,0.5655166578697692,0.6289555653893361,0.6419332193742601
1,0.9925,0.008397375480350312,0.38647286584905344,0.20674125762902268,0.4079524688249392,0.48341774057339054,0.5440874036440154,0.1356653904760077,0.4389872922145667,0.24569449027859855,0.20341701364433243,0.3029586057679098,0.2074146365915101,0.21137408803331045,0.3357007176700653,0.15470671975849626,0.236648210323431,0.39546412592938057,0.3592862825634336,0.5012711903103763,0.3890646212058376,0.28452060378942096,0.5485615223639385,0.33845879113707417,0.5360133475554716,0.36407430292162124,0.4264645132630891,0.5112473030308364,0.4880458074697534,0.2747742062326892,0.30036001365446324,0.46605740982157384,0.5255567620059657,0.41973080178074684,0.400028608877294,0.5438076499155909,0.6279536037646919,0.5394514320076461,0.2862331642497752,0.4473205704786032,0.5068427955744038,0.5418770350478072,0.4390462194439513,0.5035867512070463,0.39126142637188627,0.4459338780256095,0.6884942103330148,0.3970722232479935,0.5695840886344075,0.629003983574112,0.6348975633501442
1,0.992142857,0.00744534854317228,0.3862429106515758,0.20738751979548348,0.40730827420845,0.4834849433104318,0.5454308302402153,0.13455448144599577,0.4392625657128779,0.24381871114740347,0.20503627130998692,0.2987276051517011,0.20821182722979292,0.21493362389676593,0.33589935980268376,0.15869109764030712,0.23570586970019547,0.39524473574707375,0.3619875237650432,0.5009588222037109,0.38718115807075854,0.284082950653531,0.5476761373616053,0.3413896408789362,0.5368805671328304,0.36318366471431945,0.42714427685506573,0.5096680805556267,0.49436250603894233,0.2787883950925797,0.3045532899703303,0.4725487687778067,0.5246825496941079,0.4318430491987809,0.3994386280100887,0.5488679610182892,0.6242201361650972,0.546036991065502,0.2909183965987734,0.44505784586085345,0.5023334612762362,0.5398794010611553,0.43826617863545553,0.5001587598706407,0.3914573864528533,0.43140094307457233,0.6782801617985587,0.3942006891381907,0.5553762230989497,0.6319478567255699,0.6370964458693785
1,0.991785714,0.008441018930602008,0.3865851389268676,0.20586805574040026,0.4076000828634713,0.4830559828407469,0.5469705489707423,0.1341409779472914,0.43902040630888167,0.24257246733795967,0.20336511788579026,0.2980476384710201,0.20992414316210406,0.21260583019192072,0.3380621836750782,0.1542217166973863,0.23689629248767055,0.39347923320441336,0.36344809938376194,0.49976177322177234,0.38959390143257566,0.2814057772010937,0.5461590741193671,0.34290217493757374,0.5327843461608683,0.3638272315486166,0.4283597055914991,0.5094539869286446,0.4912463674180501,0.28639499064587104,0.30345481406821734,0.4743276824353591,0.5231465111761492,0.42470224859268985,0.39851270498260144,0.5515048094942756,0.6276028342817719,0.5454064618360491,0.2894304285895867,0.44872299991490083,0.4966104730067797,0.5479748362927153,0.4395446164559524,0.5022031522132402,0.387008208998802,0.42052518909977515,0.678621424667285,0.4051200840968093,0.570469386729045,0.6413898862613358,0.6500730779492387
1,0.991428571,0.007446628684925426,0.3879704101537221,0.20516497940125383,0.4061226714304617,0.48283152983776645,0.5473195844546488,0.13236860259427766,0.4387611037160346,0.242936009487097,0.20556288684175675,0.2978925379316922,0.2104210423926041,0.21570087320516967,0.3368227643566707,0.15690680004437454,0.23471675252316962,0.39520314006956303,0.36092687938633716,0.5008543949108083,0.38588878902360296,0.2820826572893093,0.5503254110489617,0.34003353852105106,0.5333260657755915,0.3652788367704633,0.42705138562995376,0.5171342118272362,0.48887972400034224,0.27790691237510945,0.3056956895611455,0.47644347104490187,0.5255321145934392,0.42438883608370004,0.39965523962347993,0.5473560667261458,0.6225177903571071,0.5434344954335867,0.28312658425578113,0.44860110249555196,0.5013283615486127,0.5397249997167083,0.4346944428517758,0.5054827803268823,0.3822537910135623,0.43365832264796217,0.6721149653571726,0.40851562854387713,0.5754859349686752,0.631841966044194,0.6418292713707655
1,0.991071429,0.008637074501582687,0.3873997251831237,0.20636654187441333,0.40715886919927463,0.48385356268901597,0.5469863898158217,0.13462592705811915,0.43892720507867716,0.24286665579166816,0.204397732229394,0.2990803733889262,0.20888346562568233,0.21213433059055004,0.3354223493329802,0.15666344428473603,0.23424833794326894,0.39349253189986094,0.3605166256008322,0.4995239519838151,0.3875324162827391,0.28280440933767803,0.5483522105293421,0.33929615599800855,0.5364031091594237,0.36538164016942754,0.4270011296255538,0.5099550963335425,0.4920482454557198,0.2813561459510926,0.3066288801729607,0.4681826747599996,0.5283635343635713,0.4200683174497266,0.40168236450778194,0.5486105945604532,0.6230339489977559,0.5490165993698238,0.2829826821348654,0.44513891225330804,0.5059401178782265,0.5498624411669154,0.4377266257012228,0.5037860155546146,0.38653135449124815,0.43743256193703084,0.6757830228330767,0.4064711139911337,0.5628618204348731,0.6318818972187021,0.6412299821186582
1,0.990714286,0.008155738969326027,0.38548663197542626,0.20612727183850454,0.40784784246382816,0.4828634565528762,0.5444801563065567,0.13375715783723985,0.4395299688504863,0.24294984075439052,0.2051323250336909,0.2965315699059604,0.20993423697184993,0.2159106780139702,0.33695227383197424,0.15588748264943633,0.23459259302830673,0.39586577206115636,0.3601328007348961,0.5006995013707363,0.3868356912650168,0.28244627557346147,0.5473638003502068,0.33929760484298993,0.5335558791507482,0.36699855790575925,0.4254094931685698,0.5139846701360181,0.486517099420586,0.2824610828060566,0.30590513600685415,0.4789712983602578,0.5241878771699733,0.42938636442654504,0.4004882681548745,0.550357987857124,0.6265621049581137,0.5424366765399635,0.28709182448272436,0.443592112719239,0.5030392177212191,0.5484227863133766,0.4365057271589252,0.5050740961202361,0.3880054047208816,0.42173334903271215,0.6879416318987399,0.40184677873831154,0.567103861360102,0.6187472839054674,0.6393287799083783
1,0.990357143,0.00733753730469985,0.38742371580441104,0.20610527544264126,0.40603864682429197,0.4833524182941428,0.5462075143252793,0.13456673850205833,0.4394841174329665,0.24397232221975043,0.20669202403469616,0.2975991288837064,0.2111896547171604,0.21307066240615732,0.33553718862130755,0.157853476267159,0.23519479609998667,0.39327835475551287,0.3589759773255599,0.4994063645106424,0.38731770608555144,0.28304043116403177,0.5476547560219156,0.3375556779825295,0.535879117643045,0.3658333240370221,0.42684696166042085,0.5199170689799402,0.4914580063294808,0.2730067840134976,0.3055652832362919,0.4758199657419176,0.5278583083717094,0.43386805834594944,0.4011574592743226,0.5474429989454521,0.625826471024276,0.5427803929492389,0.28919042765217023,0.444512757515038,0.5082627465636433,0.5418394638262527,0.43849772151859917,0.5041713503843729,0.3864530233589911,0.4288172790719185,0.6807046503680402,0.4001485207815812,0.5678942957313958,0.62168445335391,0.6448584186528603
1,0.99,0.007957591630521624,0.3862248473262787,0.20640586039458464,0.40807148317795033,0.48353575404379207,0.5453931082919068,0.13410075641017205,0.4397189551762639,0.2442401707912077,0.2026365106048513,0.3005508156744385,0.20862890491263597,0.2129972853830583,0.3365048512305469,0.1566206626543444,0.2342095227043559,0.3936111510102804,0.3623964271747851,0.5000942335060397,0.38595215757819384,0.2822376720473678,0.5489012534565347,0.33768796245778776,0.5361784393610164,0.3644906742060263,0.4275949836079822,0.513976731652226,0.48987903358134466,0.27609309646152047,0.30051964603106385,0.4749152481552684,0.5244829579704083,0.4285860899240779,0.39646836255849727,0.5497838584078124,0.6224178760864663,0.5440678213173981,0.2859100965272298,0.45106520006025114,0.5056040096179626,0.5523957904075855,0.4343897704750907,0.5081789020213808,0.3814712165845522,0.4414941615125402,0.6780445995168223,0.40260509001130607,0.5656129665274205,0.6300717170244056,0.6470220273866472
1,0.989642857,0.009215468802322744,0.38553636240127304,0.20535197351708126,0.4068779319811948,0.48356491076514985,0.5457627738743144,0.13399669616131354,0.43913361289921476,0.24534377504034668,0.20755557481396864,0.30305098928421415,0.2084149210665569,0.2132397679952919,0.33599310378534064,0.156621486159696,0.23593709778298683,0.39520207245040634,0.3612175122927709,0.5013042727442834,0.38403408688968715,0.2841447507584453,0.5494146665615536,0.3369360167634851,0.5330974089924274,0.36374701492874684,0.4271926081936965,0.5208283350632136,0.4870419396291347,0.27865374604564586,0.30440015012254773,0.4708974820684127,0.5297014625278077,0.4182357053946741,0.3948714638269055,0.5475615234388396,0.6302561039162005,0.5439833905708359,0.2861515172499662,0.44544819037625255,0.5013476681174835,0.5502099202724416,0.43937676859715913,0.5071371720848094,0.38512508399439754,0.42192004008455347,0.6782349717605644,0.4011633983973111,0.571406216325886,0.625664764735946,0.6414711977538131
